0.1,1,0.000694181496908,0.846153846154
0.2,1,0.000885826771654,0.692307692308
0.3,1,0.00089485458613,0.461538461538
0.4,1,0.00131090233778,0.461538461538
0.5,1,0.000637755102041,0.153846153846
0.6,1,0.0,0.0
0.7,1,0.0,0.0
0.8,1,0.0,0.0
0.9,1,0.0,0.0
1.0,1,0.0,0.0
1.1,1,0.0,0.0
1.2,1,0.0,0.0
1.3,1,0.0,0.0
1.4,1,0.0,0.0
1.5,1,0.0,0.0
1.6,1,0.0,0.0
1.7,1,0.0,0.0
1.8,1,0.0,0.0
1.9,1,0.0,0.0
2.0,1,0.0,0.0
2.1,1,0.0,0.0
2.2,1,0.0,0.0
2.3,1,0.0,0.0
2.4,1,0.0,0.0
2.5,1,0.0,0.0
2.6,1,-1.0,0.0
2.7,1,-1.0,0.0
2.8,1,-1.0,0.0
2.9,1,-1.0,0.0
3.0,1,-1.0,0.0
3.1,1,-1.0,0.0
3.2,1,-1.0,0.0
3.3,1,-1.0,0.0
3.4,1,-1.0,0.0
3.5,1,-1.0,0.0
3.6,1,-1.0,0.0
3.7,1,-1.0,0.0
3.8,1,-1.0,0.0
3.9,1,-1.0,0.0
4.0,1,-1.0,0.0
4.1,1,-1.0,0.0
4.2,1,-1.0,0.0
4.3,1,-1.0,0.0
4.4,1,-1.0,0.0
4.5,1,-1.0,0.0
4.6,1,-1.0,0.0
4.7,1,-1.0,0.0
4.8,1,-1.0,0.0
4.9,1,-1.0,0.0
5.0,1,-1.0,0.0
